Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 5(Clone);
2;Tile Straight(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 16(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 13(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 12(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
