Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 7(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Left(Clone);Obstacle 16(Clone);
5;Tile Right(Clone);SmallObstacle 2(Clone);
6;Tile Right(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 12(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 12(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 2(Clone);
