Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 10(Clone);
2;Tile Left(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);Obstacle 5(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle 4(Clone);
6;Tile Right(Clone);Obstacle 5(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 4(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 13(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 8(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 1(Clone);
