Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 1(Clone);
2;Tile Straight(Clone);Obstacle 2(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 5(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 7(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 6(Clone);
10;;SmallObstacle 3(Clone);
11;;Obstacle 7(Clone);
12;;SmallObstacle 1(Clone);
13;;SmallObstacle 2(Clone);
14;;Obstacle 5(Clone);
15;;SmallObstacle 4(Clone);
