Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 6(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 10(Clone);
4;Tile Straight(Clone);SmallObstacle 4(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 2(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 11(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 8(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 1(Clone);
