Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 6(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);SmallObstacle 4(Clone);
4;Tile Straight(Clone);Obstacle 16(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 3(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 12(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 4(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 6(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 16(Clone);
