Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 10(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 16(Clone);
4;Tile Straight(Clone);SmallObstacle 2(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle 4(Clone);
7;goal;Obstacle 1(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 5(Clone);
10;;SmallObstacle 4(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 1(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 1(Clone);
