Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 11(Clone);
4;Tile Straight(Clone);SmallObstacle 2(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 11(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 11(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 2(Clone);
