Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle 3(Clone);
3;Tile Left(Clone);Obstacle 11(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 6(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 2(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 13(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 11(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 14(Clone);
