Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 6(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);Obstacle 11(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 11(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 2(Clone);
8;;SmallObstacle 2(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 2(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 4(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 15(Clone);
