Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 8(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 2(Clone);
4;Tile Left(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);Obstacle 10(Clone);
6;Tile Right(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 4(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 2(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 6(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 11(Clone);
