Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 13(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);Obstacle 16(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 1(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 15(Clone);
10;;SmallObstacle 4(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 2(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 12(Clone);
