Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 12(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle 2(Clone);
4;Tile Straight(Clone);Obstacle 14(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Right(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 7(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 2(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 2(Clone);
