Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 2(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);SmallObstacle 2(Clone);
6;Tile Straight(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle 2(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 9(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 14(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 13(Clone);
