Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 11(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 2(Clone);
4;Tile Left(Clone);SmallObstacle 4(Clone);
5;Tile Straight(Clone);Obstacle 11(Clone);
6;Tile Left(Clone);SmallObstacle 4(Clone);
7;goal;Obstacle 8(Clone);
8;;SmallObstacle Empty(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 6(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 14(Clone);
