Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 7(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Left(Clone);Obstacle 16(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Straight(Clone);Obstacle 5(Clone);
6;Tile Right(Clone);SmallObstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 15(Clone);
9;;SmallObstacle 2(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 8(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 6(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 5(Clone);
