Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 6(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 16(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);Obstacle 13(Clone);
6;Tile Straight(Clone);SmallObstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 15(Clone);
9;;SmallObstacle 2(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 1(Clone);
