Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 14(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 12(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 12(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 4(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 5(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 4(Clone);
