Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 10(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Left(Clone);Obstacle 14(Clone);
5;Tile Right(Clone);SmallObstacle 4(Clone);
6;Tile Straight(Clone);Obstacle 14(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 1(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 2(Clone);
