Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 14(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 1(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 7(Clone);
