Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 7(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 7(Clone);
7;goal;SmallObstacle 2(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 13(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 9(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 1(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 8(Clone);
