Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 11(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Left(Clone);Obstacle 12(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 6(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 11(Clone);
10;;SmallObstacle 3(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 7(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 3(Clone);
