Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 13(Clone);
2;Tile Straight(Clone);SmallObstacle 4(Clone);
3;Tile Straight(Clone);SmallObstacle 3(Clone);
4;Tile Right(Clone);Obstacle 16(Clone);
5;Tile Left(Clone);SmallObstacle 2(Clone);
6;Tile Right(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 2(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 12(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 7(Clone);
