Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 12(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Left(Clone);Obstacle 9(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle 2(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 5(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
