Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 5(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);Obstacle 13(Clone);
4;Tile Straight(Clone);SmallObstacle 3(Clone);
5;Tile Left(Clone);Obstacle 8(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 7(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 13(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 4(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 11(Clone);
