Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Left(Clone);SmallObstacle 1(Clone);
4;Tile Straight(Clone);Obstacle 2(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Right(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 2(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 7(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 1(Clone);
