Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 11(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 4(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 16(Clone);
6;Tile Left(Clone);SmallObstacle 1(Clone);
7;goal;Obstacle 6(Clone);
8;;SmallObstacle 3(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 11(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 4(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 16(Clone);
