Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);Obstacle 5(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 6(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 13(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 5(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 6(Clone);
