Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 8(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 15(Clone);
4;Tile Left(Clone);SmallObstacle 4(Clone);
5;Tile Straight(Clone);Obstacle 10(Clone);
6;Tile Right(Clone);SmallObstacle 4(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 4(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 2(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
