Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 6(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 16(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);SmallObstacle 2(Clone);
7;goal;Obstacle 3(Clone);
8;;SmallObstacle 2(Clone);
9;;Obstacle 3(Clone);
10;;SmallObstacle 3(Clone);
11;;Obstacle 2(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 15(Clone);
