Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);Obstacle 9(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Left(Clone);Obstacle 6(Clone);
6;Tile Straight(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 4(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 9(Clone);
