Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 4(Clone);
2;Tile Left(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);Obstacle 9(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Right(Clone);Obstacle 15(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 9(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 3(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 13(Clone);
