Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 15(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);SmallObstacle 1(Clone);
4;Tile Left(Clone);Obstacle 16(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 1(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 15(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 5(Clone);
