Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 14(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);SmallObstacle 4(Clone);
6;Tile Right(Clone);Obstacle 14(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle 2(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 2(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 2(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 6(Clone);
