Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 14(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 6(Clone);
4;Tile Right(Clone);SmallObstacle 3(Clone);
5;Tile Left(Clone);Obstacle 11(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 5(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 1(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 15(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 7(Clone);
