Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 1(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 4(Clone);
4;Tile Straight(Clone);SmallObstacle 1(Clone);
5;Tile Right(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 7(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 6(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 12(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 14(Clone);
