Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 6(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 10(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 5(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 3(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 10(Clone);
13;;SmallObstacle 2(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 9(Clone);
