Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 8(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);Obstacle 2(Clone);
4;Tile Straight(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle 2(Clone);
7;goal;Obstacle 10(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 8(Clone);
10;;SmallObstacle 4(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 11(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 15(Clone);
