Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);SmallObstacle 4(Clone);
4;Tile Right(Clone);Obstacle 9(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 2(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 15(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 12(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 3(Clone);
