Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 2(Clone);
2;Tile Straight(Clone);SmallObstacle 2(Clone);
3;Tile Left(Clone);SmallObstacle 2(Clone);
4;Tile Right(Clone);Obstacle 16(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle 2(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 11(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 6(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 13(Clone);
