Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 3(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle 3(Clone);
5;Tile Left(Clone);Obstacle 13(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 4(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 15(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 11(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 4(Clone);
