Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 15(Clone);
2;Tile Left(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);Obstacle 1(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 7(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 8(Clone);
