Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);Obstacle 10(Clone);
4;Tile Left(Clone);SmallObstacle 3(Clone);
5;Tile Straight(Clone);Obstacle 11(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 14(Clone);
8;;SmallObstacle 4(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 2(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 13(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 4(Clone);
