Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Left(Clone);Obstacle 13(Clone);
5;Tile Straight(Clone);SmallObstacle 4(Clone);
6;Tile Straight(Clone);Obstacle 3(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 5(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 12(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 2(Clone);
