Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 13(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);Obstacle 9(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 1(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle Empty(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 15(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 8(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 7(Clone);
