Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 2(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);Obstacle 1(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 6(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 5(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 8(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 6(Clone);
