Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 9(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 5(Clone);
7;goal;SmallObstacle 4(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 14(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 6(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 4(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 7(Clone);
