Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 15(Clone);
4;Tile Left(Clone);SmallObstacle 3(Clone);
5;Tile Right(Clone);Obstacle 4(Clone);
6;Tile Straight(Clone);SmallObstacle 1(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 15(Clone);
9;;SmallObstacle 1(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 9(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 11(Clone);
