Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 13(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);Obstacle 3(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);Obstacle 13(Clone);
6;Tile Left(Clone);SmallObstacle 4(Clone);
7;goal;Obstacle 4(Clone);
8;;SmallObstacle Empty(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 14(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 7(Clone);
13;;SmallObstacle 2(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 2(Clone);
