Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 10(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 4(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);Obstacle 13(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 5(Clone);
9;;SmallObstacle 4(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 6(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 11(Clone);
