Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 13(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle 2(Clone);
4;Tile Right(Clone);Obstacle 4(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Right(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle 1(Clone);
8;;SmallObstacle 2(Clone);
9;;Obstacle 5(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 10(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 11(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
