Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle 4(Clone);
3;Tile Left(Clone);Obstacle 1(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);Obstacle 15(Clone);
6;Tile Right(Clone);SmallObstacle 4(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 9(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 8(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 8(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
