Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 14(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);SmallObstacle 4(Clone);
4;Tile Straight(Clone);Obstacle 16(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 9(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 1(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
