Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 14(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 3(Clone);
4;Tile Straight(Clone);SmallObstacle 1(Clone);
5;Tile Left(Clone);Obstacle 15(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle 2(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 5(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
