Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 2(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 13(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 5(Clone);
9;;SmallObstacle 1(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 13(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 16(Clone);
