Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 4(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);Obstacle 4(Clone);
4;Tile Right(Clone);SmallObstacle 2(Clone);
5;Tile Left(Clone);Obstacle 16(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 6(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 14(Clone);
10;;SmallObstacle 4(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 7(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 1(Clone);
