Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 11(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 3(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 2(Clone);
11;;SmallObstacle 3(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 8(Clone);
