Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 2(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Right(Clone);SmallObstacle 2(Clone);
4;Tile Straight(Clone);Obstacle 7(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 5(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 5(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 11(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 5(Clone);
