Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 10(Clone);
2;Tile Left(Clone);SmallObstacle 4(Clone);
3;Tile Right(Clone);Obstacle 7(Clone);
4;Tile Left(Clone);SmallObstacle 1(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 13(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 3(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 7(Clone);
