Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);Obstacle 8(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 4(Clone);
6;Tile Left(Clone);SmallObstacle 4(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 4(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 11(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 3(Clone);
