Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 16(Clone);
4;Tile Left(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 13(Clone);
8;;SmallObstacle 2(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 9(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 14(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 7(Clone);
