Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);Obstacle 9(Clone);
4;Tile Left(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);Obstacle 3(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 7(Clone);
8;;SmallObstacle 3(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 6(Clone);
11;;SmallObstacle 3(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 2(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
