Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 12(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 9(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 7(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 6(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 13(Clone);
