Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 3(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 3(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 1(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 15(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 5(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 16(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 16(Clone);
